DELHI DAREDEVILS INNINGS (RUN RATE: 11.41),Match 32,B
SUNRISERS HYDERABAD INNINGS (RUN RATE: 6.32),Match 23,B,,Rashid Khan,c Ishan Kishan b Jasprit Bumrah,6,9,66.66,0,0
SUNRISERS HYDERABAD INNINGS (RUN RATE: 6.32),Match 23,B,,Basil Thampi,b Mayank Markande,3,6,50.00,0,0
SUNRISERS HYDERABAD INNINGS (RUN RATE: 6.32),Match 23,B,,Siddarth Kaul,run out (Hardik Pandya/Ishan Kishan),2,9,22.22,0,0
SUNRISERS HYDERABAD INNINGS (RUN RATE: 6.32),Match 23,B,,Sandeep Sharma,NOT OUT,0,1,0.00,0,0
MUMBAI INDIANS INNINGS (RUN RATE: 4.61),Match 23,B
MUMBAI INDIANS INNINGS (RUN RATE: 4.61),Match 23,B,,Suryakumar Yadav,c Rashid Khan b Basil Thampi,34,38,89.47,4,0
MUMBAI INDIANS INNINGS (RUN RATE: 4.61),Match 23,B,,Evin Lewis,c Manish Pandey b Sandeep Sharma,5,9,55.55,1,0
MUMBAI INDIANS INNINGS (RUN RATE: 4.61),Match 23,B,,Ishan Kishan,c sub (Deepak Hooda) b Mohammad Nabi,0,3,0.00,0,0
MUMBAI INDIANS INNINGS (RUN RATE: 4.61),Match 23,B,,Rohit Sharma,c Shikhar Dhawan b Shakib Al Hasan,2,6,33.33,0,0
MUMBAI INDIANS INNINGS (RUN RATE: 4.61),Match 23,B,,Krunal Pandya,lbw Rashid Khan,24,20,120.00,4,0
MUMBAI INDIANS INNINGS (RUN RATE: 4.61),Match 23,B,,Kieron Pollard,c Shikhar Dhawan b Rashid Khan,9,6,150.00,0,1
MUMBAI INDIANS INNINGS (RUN RATE: 4.61),Match 23,B,,Hardik Pandya,c Basil Thampi b Siddarth Kaul,3,19,15.78,0,0
MUMBAI INDIANS INNINGS (RUN RATE: 4.61),Match 23,B,,Mitchell McClenaghan,lbw Siddarth Kaul,0,2,0.00,0,0
MUMBAI INDIANS INNINGS (RUN RATE: 4.61),Match 23,B,,Mayank Markande,lbw Siddarth Kaul,1,2,50.00,0,0
MUMBAI INDIANS INNINGS (RUN RATE: 4.61),Match 23,B,,Jasprit Bumrah,NOT OUT,6,5,120.00,1,0
MUMBAI INDIANS INNINGS (RUN RATE: 4.61),Match 23,B,,Mustafizur Rahman,c sub (Deepak Hooda) b Basil Thampi,1,3,33.33,0,0
KINGS XI PUNJAB INNINGS (RUN RATE: 7.15),Match 22,B
KINGS XI PUNJAB INNINGS (RUN RATE: 7.15),Match 22,B,,Lokesh Rahul,c Avesh Khan b Liam Plunkett,23,15,153.33,3,1
KINGS XI PUNJAB INNINGS (RUN RATE: 7.15),Match 22,B,,Aaron Finch,c Shreyas Iyer b Avesh Khan,2,4,50.00,0,0
KINGS XI PUNJAB INNINGS (RUN RATE: 7.15),Match 22,B,,Mayank Agarwal,b Liam Plunkett,21,16,131.25,3,0
KINGS XI PUNJAB INNINGS (RUN RATE: 7.15),Match 22,B,,Karun Nair,c Shreyas Iyer b Liam Plunkett,34,32,106.25,4,0
KINGS XI PUNJAB INNINGS (RUN RATE: 7.15),Match 22,B,,Yuvraj Singh,c Rishabh Pant b Avesh Khan,14,17,82.35,1,0
KINGS XI PUNJAB INNINGS (RUN RATE: 7.15),Match 22,B,,David Miller,c Liam Plunkett b Dan Christian,26,19,136.84,1,1
KINGS XI PUNJAB INNINGS (RUN RATE: 7.15),Match 22,B,,Ravichandran Ashwin,c Rahul Tewatia b Trent Boult,6,7,85.71,0,0
KINGS XI PUNJAB INNINGS (RUN RATE: 7.15),Match 22,B,,Andrew Tye,b Trent Boult,3,9,33.33,0,0
KINGS XI PUNJAB INNINGS (RUN RATE: 7.15),Match 22,B,,Barinder Sran,NOT OUT,0,1,0.00,0,0
DELHI DAREDEVILS INNINGS (RUN RATE: 6.95),Match 22,B
DELHI DAREDEVILS INNINGS (RUN RATE: 6.95),Match 22,B,,Prithvi Shaw,b Ankit Rajpoot,22,10,220.00,4,0
DELHI DAREDEVILS INNINGS (RUN RATE: 6.95),Match 22,B,,Gautam Gambhir,c Aaron Finch b Andrew Tye,4,13,30.76,0,0
DELHI DAREDEVILS INNINGS (RUN RATE: 6.95),Match 22,B,,Glenn Maxwell,c Andrew Tye b Ankit Rajpoot,12,10,120.00,1,1
DELHI DAREDEVILS INNINGS (RUN RATE: 6.95),Match 22,B,,Shreyas Iyer,c Aaron Finch b Mujeeb Ur Rahman,57,45,126.66,5,1
DELHI DAREDEVILS INNINGS (RUN RATE: 6.95),Match 22,B,,Rishabh Pant,b Mujeeb Ur Rahman,4,7,57.14,0,0
DELHI DAREDEVILS INNINGS (RUN RATE: 6.95),Match 22,B,,Dan Christian,run out (Karun Nair),6,11,54.54,0,0
DELHI DAREDEVILS INNINGS (RUN RATE: 6.95),Match 22,B,,Rahul Tewatia,c Lokesh Rahul b Andrew Tye,24,21,114.28,1,1
DELHI DAREDEVILS INNINGS (RUN RATE: 6.95),Match 22,B,,Liam Plunkett,c Karun Nair b Barinder Sran,0,1,0.00,0,0
DELHI DAREDEVILS INNINGS (RUN RATE: 6.95),Match 22,B,,Amit Mishra,NOT OUT,1,2,50.00,0,0
MUMBAI INDIANS INNINGS (RUN RATE: 8.35),Match 21,B
MUMBAI INDIANS INNINGS (RUN RATE: 8.35),Match 21,B,,Suryakumar Yadav,c Jos Buttler b Jaydev Unadkat,72,47,153.19,6,3
MUMBAI INDIANS INNINGS (RUN RATE: 8.35),Match 21,B,,Evin Lewis,b Dhawal Kulkarni,0,1,0.00,0,0
MUMBAI INDIANS INNINGS (RUN RATE: 8.35),Match 21,B,,Ishan Kishan,c Jos Buttler b Dhawal Kulkarni,58,42,138.09,4,3
MUMBAI INDIANS INNINGS (RUN RATE: 8.35),Match 21,B,,Kieron Pollard,NOT OUT,21,20,105.00,1,1
MUMBAI INDIANS INNINGS (RUN RATE: 8.35),Match 21,B,,Rohit Sharma,run out (Ajinkya Rahane),0,1,0.00,0,0
MUMBAI INDIANS INNINGS (RUN RATE: 8.35),Match 21,B,,Krunal Pandya,c Heinrich Klaasen b Jofra Archer,7,6,116.66,1,0
MUMBAI INDIANS INNINGS (RUN RATE: 8.35),Match 21,B,,Hardik Pandya,b Jofra Archer,4,2,200.00,1,0
MUMBAI INDIANS INNINGS (RUN RATE: 8.35),Match 21,B,,Mitchell McClenaghan,b Jofra Archer,0,1,0.00,0,0
MUMBAI INDIANS INNINGS (RUN RATE: 8.35),Match 21,B,,Mayank Markande,NOT OUT,0,1,0.00,0,0
RAJASTHAN ROYALS INNINGS (RUN RATE: 8.54),Match 21,B
RAJASTHAN ROYALS INNINGS (RUN RATE: 8.54),Match 21,B,,Ajinkya Rahane,c Krunal Pandya b Mitchell McClenaghan,14,17,82.35,1,0
RAJASTHAN ROYALS INNINGS (RUN RATE: 8.54),Match 21,B,,Rahul Tripathi,c Suryakumar Yadav b Krunal Pandya,9,8,112.50,1,0
RAJASTHAN ROYALS INNINGS (RUN RATE: 8.54),Match 21,B,,Sanju Samson,c Hardik Pandya b Jasprit Bumrah,52,39,133.33,4,0
RAJASTHAN ROYALS INNINGS (RUN RATE: 8.54),Match 21,B,,Ben Stokes,b Hardik Pandya,40,27,148.14,3,1
RAJASTHAN ROYALS INNINGS (RUN RATE: 8.54),Match 21,B,,Jos Buttler,b Jasprit Bumrah,6,8,75.00,0,0
RAJASTHAN ROYALS INNINGS (RUN RATE: 8.54),Match 21,B,,Heinrich Klaasen,c Ishan Kishan b Mustafizur Rahman,0,1,0.00,0,0
RAJASTHAN ROYALS INNINGS (RUN RATE: 8.54),Match 21,B,,Jofra Archer,c & b Hardik Pandya,8,9,88.88,1,0
RAJASTHAN ROYALS INNINGS (RUN RATE: 8.54),Match 21,B,,Krishnappa Gowtham,NOT OUT,33,11,300.00,4,2
RAJASTHAN ROYALS INNINGS (RUN RATE: 8.54),Match 21,B,,Jaydev Unadkat,NOT OUT,0,0,0.00,0,0
CHENNAI SUPER KINGS INNINGS (RUN RATE: 9.10),Match 20,B
CHENNAI SUPER KINGS INNINGS (RUN RATE: 9.10),Match 20,B,,Shane Watson,c Deepak Hooda b Bhuvneshwar Kumar,9,15,60.00,0,1
CHENNAI SUPER KINGS INNINGS (RUN RATE: 9.10),Match 20,B,,Faf du Plessis,st Wriddhiman Saha b Rashid Khan,11,13,84.61,1,0
CHENNAI SUPER KINGS INNINGS (RUN RATE: 9.10),Match 20,B,,Suresh Raina,NOT OUT,54,43,125.58,5,2
CHENNAI SUPER KINGS INNINGS (RUN RATE: 9.10),Match 20,B,,Ambati Rayudu,run out (Kane Williamson),79,37,213.51,9,4
CHENNAI SUPER KINGS INNINGS (RUN RATE: 9.10),Match 20,B,,MS Dhoni,NOT OUT,25,12,208.33,3,1
SUNRISERS HYDERABAD INNINGS (RUN RATE: 8.90),Match 20,B
SUNRISERS HYDERABAD INNINGS (RUN RATE: 8.90),Match 20,B,,Ricky Bhui,c Shane Watson b Deepak Chahar,0,5,0.00,0,0
SUNRISERS HYDERABAD INNINGS (RUN RATE: 8.90),Match 20,B,,Kane Williamson,c Ravindra Jadeja b Dwayne Bravo,84,51,164.70,6,5
SUNRISERS HYDERABAD INNINGS (RUN RATE: 8.90),Match 20,B,,Manish Pandey,c Karn Sharma b Deepak Chahar,0,2,0.00,0,0
SUNRISERS HYDERABAD INNINGS (RUN RATE: 8.90),Match 20,B,,Deepak Hooda,c Ravindra Jadeja b Deepak Chahar,1,7,14.28,0,0
SUNRISERS HYDERABAD INNINGS (RUN RATE: 8.90),Match 20,B,,Shakib Al Hasan,c Suresh Raina b Karn Sharma,24,19,126.31,2,1
SUNRISERS HYDERABAD INNINGS (RUN RATE: 8.90),Match 20,B,,Yusuf Pathan,c Suresh Raina b Shardul Thakur,45,27,166.66,1,4
SUNRISERS HYDERABAD INNINGS (RUN RATE: 8.90),Match 20,B,,Wriddhiman Saha,NOT OUT,5,5,100.00,0,0
SUNRISERS HYDERABAD INNINGS (RUN RATE: 8.90),Match 20,B,,Rashid Khan,NOT OUT,17,4,425.00,1,2
DELHI DAREDEVILS INNINGS (RUN RATE: 8.70),Match 19,B
DELHI DAREDEVILS INNINGS (RUN RATE: 8.70),Match 19,B,,Jason Roy,b Yuzvendra Chahal,5,16,31.25,0,0
DELHI DAREDEVILS INNINGS (RUN RATE: 8.70),Match 19,B,,Gautam Gambhir,c Yuzvendra Chahal b Umesh Yadav,3,10,30.00,0,0
DELHI DAREDEVILS INNINGS (RUN RATE: 8.70),Match 19,B,,Shreyas Iyer,c Mohammed Siraj b Washington Sundar,52,31,167.74,4,3
DELHI DAREDEVILS INNINGS (RUN RATE: 8.70),Match 19,B,,Rishabh Pant,c AB de Villiers b Corey Anderson,85,48,177.08,6,7
DELHI DAREDEVILS INNINGS (RUN RATE: 8.70),Match 19,B,,Glenn Maxwell,c Mohammed Siraj b Yuzvendra Chahal,4,6,66.66,0,0
DELHI DAREDEVILS INNINGS (RUN RATE: 8.70),Match 19,B,,Rahul Tewatia,NOT OUT,13,9,144.44,3,0
DELHI DAREDEVILS INNINGS (RUN RATE: 8.70),Match 19,B,,Chris Morris,NOT OUT,0,0,0.00,0,0
ROYAL CHALLENGERS BANGALORE INNINGS (RUN RATE: 9.77),Match 19,B
ROYAL CHALLENGERS BANGALORE INNINGS (RUN RATE: 9.77),Match 19,B,,Quinton de Kock,run out (Rishabh Pant/Vijay Shankar),18,16,112.50,1,1
ROYAL CHALLENGERS BANGALORE INNINGS (RUN RATE: 9.77),Match 19,B,,Manan Vohra,c Jason Roy b Glenn Maxwell,2,5,40.00,0,0
ROYAL CHALLENGERS BANGALORE INNINGS (RUN RATE: 9.77),Match 19,B,,Virat Kohli,c Trent Boult b Harshal Patel,30,26,115.38,2,1
ROYAL CHALLENGERS BANGALORE INNINGS (RUN RATE: 9.77),Match 19,B,,AB de Villiers,NOT OUT,90,39,230.76,10,5
ROYAL CHALLENGERS BANGALORE INNINGS (RUN RATE: 9.77),Match 19,B,,Corey Anderson,b Trent Boult,15,13,115.38,0,1
ROYAL CHALLENGERS BANGALORE INNINGS (RUN RATE: 9.77),Match 19,B,,Mandeep Singh,NOT OUT,17,9,188.88,1,1
KOLKATA KNIGHT RIDERS INNINGS (RUN RATE: 9.55),Match 18,B
KOLKATA KNIGHT RIDERS INNINGS (RUN RATE: 9.55),Match 18,B,,Chris Lynn,c Lokesh Rahul b Andrew Tye,74,41,180.48,6,4
KOLKATA KNIGHT RIDERS INNINGS (RUN RATE: 9.55),Match 18,B,,Sunil Narine,c Karun Nair b Mujeeb Ur Rahman,1,4,25.00,0,0
KOLKATA KNIGHT RIDERS INNINGS (RUN RATE: 9.55),Match 18,B,,Robin Uthappa,c Karun Nair b Ravichandran Ashwin,34,23,147.82,5,1
KOLKATA KNIGHT RIDERS INNINGS (RUN RATE: 9.55),Match 18,B,,Nitish Rana,run out (Ankit Rajpoot),3,5,60.00,0,0
KOLKATA KNIGHT RIDERS INNINGS (RUN RATE: 9.55),Match 18,B,,Dinesh Karthik,c Andrew Tye b Barinder Sran,43,28,153.57,6,0
KOLKATA KNIGHT RIDERS INNINGS (RUN RATE: 9.55),Match 18,B,,Andre Russell,c Karun Nair b Barinder Sran,10,7,142.85,2,0
KOLKATA KNIGHT RIDERS INNINGS (RUN RATE: 9.55),Match 18,B,,Shubman Gill,NOT OUT,14,8,175.00,2,0
KOLKATA KNIGHT RIDERS INNINGS (RUN RATE: 9.55),Match 18,B,,Tom Curran,c Ankit Rajpoot b Andrew Tye,1,3,33.33,0,0
KOLKATA KNIGHT RIDERS INNINGS (RUN RATE: 9.55),Match 18,B,,Piyush Chawla,NOT OUT,2,2,100.00,0,0
KINGS XI PUNJAB INNINGS (RUN RATE: 11.28),Match 18,B
KINGS XI PUNJAB INNINGS (RUN RATE: 11.28),Match 18,B,,Lokesh Rahul,c Tom Curran b Sunil Narine,60,27,222.22,9,2
KINGS XI PUNJAB INNINGS (RUN RATE: 11.28),Match 18,B,,Chris Gayle,NOT OUT,62,38,163.15,5,6
KINGS XI PUNJAB INNINGS (RUN RATE: 11.28),Match 18,B,,Mayank Agarwal,NOT OUT,2,2,100.00,0,0
CHENNAI SUPER KINGS INNINGS (RUN RATE: 10.20),Match 17,B
CHENNAI SUPER KINGS INNINGS (RUN RATE: 10.20),Match 17,B,,Shane Watson,c Jos Buttler b Ben Laughlin,106,57,185.96,9,6
CHENNAI SUPER KINGS INNINGS (RUN RATE: 10.20),Match 17,B,,Ambati Rayudu,c Jos Buttler b Ben Laughlin,12,8,150.00,2,0
CHENNAI SUPER KINGS INNINGS (RUN RATE: 10.20),Match 17,B,,Suresh Raina,c Krishnappa Gowtham b Shreyas Gopal,46,29,158.62,9,0
CHENNAI SUPER KINGS INNINGS (RUN RATE: 10.20),Match 17,B,,MS Dhoni,c Krishnappa Gowtham b Shreyas Gopal,5,3,166.66,1,0
CHENNAI SUPER KINGS INNINGS (RUN RATE: 10.20),Match 17,B,,Sam Billings,c Ben Stokes b Shreyas Gopal,3,7,42.85,0,0
CHENNAI SUPER KINGS INNINGS (RUN RATE: 10.20),Match 17,B,,Dwayne Bravo,NOT OUT,24,16,150.00,4,0
CHENNAI SUPER KINGS INNINGS (RUN RATE: 10.20),Match 17,B,,Ravindra Jadeja,NOT OUT,2,1,200.00,0,0
RAJASTHAN ROYALS INNINGS (RUN RATE: 7.56),Match 17,B
RAJASTHAN ROYALS INNINGS (RUN RATE: 7.56),Match 17,B,,Ajinkya Rahane,b Deepak Chahar,16,11,145.45,1,1
RAJASTHAN ROYALS INNINGS (RUN RATE: 7.56),Match 17,B,,Heinrich Klaasen,b Shardul Thakur,7,7,100.00,1,0
RAJASTHAN ROYALS INNINGS (RUN RATE: 7.56),Match 17,B,,Sanju Samson,c Karn Sharma b Deepak Chahar,2,3,66.66,0,0
RAJASTHAN ROYALS INNINGS (RUN RATE: 7.56),Match 17,B,,Ben Stokes,c Sam Billings b Imran Tahir,45,37,121.62,3,1
RAJASTHAN ROYALS INNINGS (RUN RATE: 7.56),Match 17,B,,Jos Buttler,c Imran Tahir b Dwayne Bravo,22,17,129.41,1,1
RAJASTHAN ROYALS INNINGS (RUN RATE: 7.56),Match 17,B,,Rahul Tripathi,c Sam Billings b Dwayne Bravo,5,5,100.00,0,0
RAJASTHAN ROYALS INNINGS (RUN RATE: 7.56),Match 17,B,,Stuart Binny,c & b Shardul Thakur,10,8,125.00,1,0
RAJASTHAN ROYALS INNINGS (RUN RATE: 7.56),Match 17,B,,Krishnappa Gowtham,c MS Dhoni b Shane Watson,1,2,50.00,0,0
RAJASTHAN ROYALS INNINGS (RUN RATE: 7.56),Match 17,B,,Shreyas Gopal,NOT OUT,8,10,80.00,0,0
RAJASTHAN ROYALS INNINGS (RUN RATE: 7.56),Match 17,B,,Jaydev Unadkat,b Karn Sharma,16,10,160.00,3,0
RAJASTHAN ROYALS INNINGS (RUN RATE: 7.56),Match 17,B,,Ben Laughlin,c MS Dhoni b Karn Sharma,0,1,0.00,0,0
KINGS XI PUNJAB INNINGS (RUN RATE: 9.65),Match 16,B
KINGS XI PUNJAB INNINGS (RUN RATE: 9.65),Match 16,B,,Lokesh Rahul,lbw Rashid Khan,18,21,85.71,3,0
KINGS XI PUNJAB INNINGS (RUN RATE: 9.65),Match 16,B,,Chris Gayle,NOT OUT,104,63,165.07,1,11
KINGS XI PUNJAB INNINGS (RUN RATE: 9.65),Match 16,B
KINGS XI PUNJAB INNINGS (RUN RATE: 9.65),Match 16,B,,Lokesh Rahul,lbw Rashid Khan,18,21,85.71,3,0
KINGS XI PUNJAB INNINGS (RUN RATE: 9.65),Match 16,B,,Chris Gayle,NOT OUT,104,63,165.07,1,11
KINGS XI PUNJAB INNINGS (RUN RATE: 9.65),Match 16,B,,Mayank Agarwal,c Deepak Hooda b Siddarth Kaul,18,9,200.00,2,1
KINGS XI PUNJAB INNINGS (RUN RATE: 9.65),Match 16,B,,Karun Nair,c Shikhar Dhawan b Bhuvneshwar Kumar,31,21,147.61,3,1
KINGS XI PUNJAB INNINGS (RUN RATE: 9.65),Match 16,B,,Aaron Finch,NOT OUT,14,6,233.33,1,1
SUNRISERS HYDERABAD INNINGS (RUN RATE: 8.90),Match 16,B
SUNRISERS HYDERABAD INNINGS (RUN RATE: 8.90),Match 16,B,,Wriddhiman Saha,b Mohit Sharma,6,7,85.71,1,0
SUNRISERS HYDERABAD INNINGS (RUN RATE: 8.90),Match 16,B,,Shikhar Dhawan,retired hurt,0,1,0.00,0,0
SUNRISERS HYDERABAD INNINGS (RUN RATE: 8.90),Match 16,B,,Kane Williamson,c Aaron Finch b Andrew Tye,54,41,131.70,3,2
SUNRISERS HYDERABAD INNINGS (RUN RATE: 8.90),Match 16,B,,Yusuf Pathan,b Mohit Sharma,19,13,146.15,3,0
SUNRISERS HYDERABAD INNINGS (RUN RATE: 8.90),Match 16,B,,Manish Pandey,NOT OUT,57,42,135.71,3,1
SUNRISERS HYDERABAD INNINGS (RUN RATE: 8.90),Match 16,B,,Deepak Hooda,c sub (Manoj Tiwary) b Andrew Tye,5,5,100.00,0,0
SUNRISERS HYDERABAD INNINGS (RUN RATE: 8.90),Match 16,B,,Shakib Al Hasan,NOT OUT,24,12,200.00,1,2
KINGS XI PUNJAB INNINGS (RUN RATE: 9.65),Match 16,B
KINGS XI PUNJAB INNINGS (RUN RATE: 9.65),Match 16,B,,Lokesh Rahul,lbw Rashid Khan,18,21,85.71,3,0
KINGS XI PUNJAB INNINGS (RUN RATE: 9.65),Match 16,B,,Chris Gayle,NOT OUT,104,63,165.07,1,11
KINGS XI PUNJAB INNINGS (RUN RATE: 9.65),Match 16,B,,Mayank Agarwal,c Deepak Hooda b Siddarth Kaul,18,9,200.00,2,1
KINGS XI PUNJAB INNINGS (RUN RATE: 9.65),Match 16,B,,Karun Nair,c Shikhar Dhawan b Bhuvneshwar Kumar,31,21,147.61,3,1
KINGS XI PUNJAB INNINGS (RUN RATE: 9.65),Match 16,B,,Aaron Finch,NOT OUT,14,6,233.33,1,1
SUNRISERS HYDERABAD INNINGS (RUN RATE: 8.90),Match 16,B
SUNRISERS HYDERABAD INNINGS (RUN RATE: 8.90),Match 16,B,,Wriddhiman Saha,b Mohit Sharma,6,7,85.71,1,0
SUNRISERS HYDERABAD INNINGS (RUN RATE: 8.90),Match 16,B,,Shikhar Dhawan,retired hurt,0,1,0.00,0,0
SUNRISERS HYDERABAD INNINGS (RUN RATE: 8.90),Match 16,B,,Kane Williamson,c Aaron Finch b Andrew Tye,54,41,131.70,3,2
SUNRISERS HYDERABAD INNINGS (RUN RATE: 8.90),Match 16,B,,Yusuf Pathan,b Mohit Sharma,19,13,146.15,3,0
SUNRISERS HYDERABAD INNINGS (RUN RATE: 8.90),Match 16,B,,Manish Pandey,NOT OUT,57,42,135.71,3,1
SUNRISERS HYDERABAD INNINGS (RUN RATE: 8.90),Match 16,B,,Deepak Hooda,c sub (Manoj Tiwary) b Andrew Tye,5,5,100.00,0,0
SUNRISERS HYDERABAD INNINGS (RUN RATE: 8.90),Match 16,B,,Shakib Al Hasan,NOT OUT,24,12,200.00,1,2
RAJASTHAN ROYALS INNINGS (RUN RATE: 8.00),Match 15,B
RAJASTHAN ROYALS INNINGS (RUN RATE: 8.00),Match 15,B,,Ajinkya Rahane,st Dinesh Karthik b Nitish Rana,36,19,189.47,5,1
RAJASTHAN ROYALS INNINGS (RUN RATE: 8.00),Match 15,B,,D'Arcy Short,b Nitish Rana,44,43,102.32,5,1
RAJASTHAN ROYALS INNINGS (RUN RATE: 8.00),Match 15,B,,Sanju Samson,c Kuldeep Yadav b Shivam Mavi,7,8,87.50,1,0
RAJASTHAN ROYALS INNINGS (RUN RATE: 8.00),Match 15,B,,Rahul Tripathi,c Andre Russell b Kuldeep Yadav,15,11,136.36,2,0
RAJASTHAN ROYALS INNINGS (RUN RATE: 8.00),Match 15,B,,Ben Stokes,c Nitish Rana b Piyush Chawla,14,11,127.27,0,1
RAJASTHAN ROYALS INNINGS (RUN RATE: 8.00),Match 15,B,,Jos Buttler,NOT OUT,24,18,133.33,2,0
RAJASTHAN ROYALS INNINGS (RUN RATE: 8.00),Match 15,B,,Krishnappa Gowtham,c Shivam Mavi b Tom Curran,12,7,171.42,0,1
RAJASTHAN ROYALS INNINGS (RUN RATE: 8.00),Match 15,B,,Shreyas Gopal,b Tom Curran,0,1,0.00,0,0
RAJASTHAN ROYALS INNINGS (RUN RATE: 8.00),Match 15,B,,Dhawal Kulkarni,run out (Shubman Gill/Shivam Mavi),3,3,100.00,0,0
RAJASTHAN ROYALS INNINGS (RUN RATE: 8.00),Match 15,B,,Jaydev Unadkat,NOT OUT,0,0,0.00,0,0
KOLKATA KNIGHT RIDERS INNINGS (RUN RATE: 8.65),Match 15,B
KOLKATA KNIGHT RIDERS INNINGS (RUN RATE: 8.65),Match 15,B,,Sunil Narine,run out (Jaydev Unadkat),35,25,140.00,5,1
KOLKATA KNIGHT RIDERS INNINGS (RUN RATE: 8.65),Match 15,B,,Chris Lynn,b Krishnappa Gowtham,0,2,0.00,0,0
KOLKATA KNIGHT RIDERS INNINGS (RUN RATE: 8.65),Match 15,B,,Robin Uthappa,c Ben Stokes b Krishnappa Gowtham,48,36,133.33,6,2
KOLKATA KNIGHT RIDERS INNINGS (RUN RATE: 8.65),Match 15,B,,Nitish Rana,NOT OUT,35,27,129.62,2,1
KOLKATA KNIGHT RIDERS INNINGS (RUN RATE: 8.65),Match 15,B,,Dinesh Karthik,NOT OUT,42,23,182.60,2,2
MUMBAI INDIANS INNINGS (RUN RATE: 10.65),Match 14,B
MUMBAI INDIANS INNINGS (RUN RATE: 10.65),Match 14,B,,Suryakumar Yadav,b Umesh Yadav,0,1,0.00,0,0
